AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,115.6,90.2,95.1,120.0,106.1,83.4,122.5,93.1,144.7,106.2
Cash_from_Operations,1380.8,1566.5,1435.2,1209.7,1105.7,1005.8,987.0,980.3,937.1,502.4
Diluted_EPS,4.469,4.005,3.11,3.367,2.925,2.527,2.53,2.312,2.149,1.0759999999999998
Goodwill_Intangibles,6929.0,6572.2,6767.5,6299.6,5970.4,5770.0,5666.8,5859.0,5776.0,5950.1
LT_Debt,2757.7,2678.7,2942.2,1641.9,1075.2,1287.9,1272.6,1441.7,2073.3,1745.5
Net_Income,1085.5,1013.6,827.6,935.2,845.0,766.4,791.2,743.3,685.5,341.1
Revenue,9526.4,8978.2,9005.8,8966.7,8519.2,8029.3,7909.5,7821.7,8375.0,7547.2
Shares_Diluted,242.8674,253.0889,266.1041,277.7857,288.8586,303.2935,312.7732,321.4224,318.9277,316.9742
Total_Assets,11235.3,11121.0,11512.9,9344.6,8824.4,8437.3,8657.3,8962.3,8960.7,8141.9
Total_Liabilities,5850.8,5948.6,6134.8,4247.9,3875.2,3845.1,3871.1,4337.8,4981.5,5106.7
