AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,5.9,0.2,,0.0,0.0,0.1,0.0,0.1
Cash_from_Operations,-2.6,-2.5,-1.0,-1.8,-6.4,-8.0,-6.2,-3.1
Diluted_EPS,-9.709,0.339,-24.099,-57.406,-30.854,-137.123,-101.868,-58.046
Goodwill_Intangibles,22.9,28.3,,0.0,0.2,0.9,,
LT_Debt,7.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2
Net_Income,-63.9,2.8,-111.6,-110.3,-16.0,-44.4,-18.0,-8.5
Revenue,34.0,8.1,0.0,0.0,0.0,0.3,0.7,0.2
Shares_Diluted,6.5773,8.1991,4.6318,1.9208,0.5191,0.3237,0.177,0.146
Total_Assets,41.5,38.2,0.1,0.0,0.6,2.6,0.7,0.7
Total_Liabilities,26.1,61.5,37.8,36.9,7.4,13.9,1.8,0.4
