AAII_YR_DATA,01/28/2023,01/29/2022,01/30/2021,02/01/2020,02/02/2019,02/03/2018,12/30/2017,12/31/2016,01/02/2016,01/03/2015
Capital_Expenditures,13.6,8.1,5.0,12.4,11.3,1.3,18.1,28.1,24.4,10.9
Cash_from_Operations,47.3,28.1,13.4,21.6,9.6,-2.9,21.1,16.0,32.0,34.9
Diluted_EPS,3.147,2.932,-1.54,0.018,-1.229,-0.057,0.496,0.086,1.59,0.813
Goodwill_Intangibles,,,,0.0,0.7,0.9,1.0,1.7,1.7,0.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,48.0,47.3,-23.0,0.3,-17.9,-0.8,7.8,1.3,26.8,13.9
Revenue,467.9,411.5,255.3,338.5,336.6,30.2,357.9,364.2,377.7,392.4
Shares_Diluted,15.2498,16.1226,14.9233,14.7598,14.5913,14.8605,15.7571,15.6223,16.8674,16.8674
Total_Assets,280.8,266.3,261.4,297.3,172.0,187.5,198.0,199.6,213.3,212.1
Total_Liabilities,161.7,172.6,194.1,208.6,77.7,75.4,90.7,100.5,113.9,114.4
