AAII_YR_DATA,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,0.1,0.3,0.1,0.0,0.1,1.3,,,0.0
Cash_from_Operations,-27.5,-41.0,-17.7,-6.3,-7.3,-5.3,0.0,-0.1,-0.3
Diluted_EPS,-5.002,-18.527,-59.239,-541.822,-511.859,-728.494,-92.756,-87.032,-113.296
Goodwill_Intangibles,24.1,41.8,51.6,5.9,17.4,5.7,,,
LT_Debt,6.7,12.7,15.3,17.1,0.3,0.0,0.0,0.0,0.0
Net_Income,-19.6,-55.0,-43.7,-19.9,-15.5,-13.6,0.0,-0.1,-0.2
Revenue,56.6,45.0,14.2,5.7,4.8,0.4,,,0.0
Shares_Diluted,3.9094,2.9687,0.7374,0.0367,0.0304,0.0186,,0.0016,0.0018
Total_Assets,57.7,91.1,72.1,14.4,20.1,11.9,0.0,0.0,0.1
Total_Liabilities,36.2,56.8,72.1,25.2,11.0,13.9,0.1,0.1,0.0
