AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,18.0,14.3,16.1,14.2,10.1,13.2,11.7,9.1,8.7,10.6
Cash_from_Operations,36.0,28.6,18.7,22.9,14.9,34.4,45.0,63.2,55.5,49.4
Diluted_EPS,0.09,-0.642,-0.622,0.243,0.145,0.331,-0.112,-0.213,0.507,0.273
Goodwill_Intangibles,151.9,151.9,157.2,195.1,193.0,216.5,220.9,263.9,320.6,315.1
LT_Debt,30.0,22.7,19.6,9.4,17.3,41.5,84.8,99.4,108.0,116.5
Net_Income,4.2,-29.7,-30.0,12.6,7.2,16.0,-5.4,-11.0,27.6,16.2
Revenue,149.7,119.9,111.2,117.3,161.6,208.0,227.0,259.8,262.6,213.5
Shares_Diluted,46.533,46.333,48.278,51.633,49.605,48.23,48.319,51.402,54.41,59.476000000000006
Total_Assets,226.7,221.6,241.0,278.3,258.4,295.7,310.1,368.9,424.0,420.6
Total_Liabilities,120.5,105.2,113.4,117.1,113.0,163.1,206.2,230.3,246.2,252.8
