AAII_YR_DATA,12/31/2022
Capital_Expenditures,786.1
Cash_from_Operations,1610.9
Diluted_EPS,13.731
Goodwill_Intangibles,5204.2
LT_Debt,2756.6
Net_Income,1021.9
Revenue,12437.0
Shares_Diluted,74.4209
Total_Assets,14548.6
Total_Liabilities,6688.0
