AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,0.2,0.6,0.8,0.5,0.7,0.5,0.2
Cash_from_Operations,6.7,13.3,17.3,21.9,2.5,16.1,16.4,36.5
Diluted_EPS,1.763,1.526,1.402,0.833,1.135,1.073,0.553,0.8590000000000001
Goodwill_Intangibles,36.0,36.8,12.3,12.5,12.9,13.3,13.7,9.8
LT_Debt,18.6,18.6,18.6,18.6,81.6,57.2,23.0,18.6
Net_Income,18.1,13.6,12.0,6.9,9.3,8.7,4.4,5.8
Revenue,69.1,60.1,51.5,41.7,39.1,39.3,37.4,29.0
Shares_Diluted,10.261,8.9335,8.5935,8.3128,8.1774,8.0758,7.8792,6.7275
Total_Assets,1806.9,1586.3,1177.8,1079.3,1038.2,968.0,956.8,742.3
Total_Liabilities,1619.3,1415.7,1050.7,967.6,933.4,872.0,869.7,674.0
