AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.0,1.0,0.0,0.0,0.0
Cash_from_Operations,8.1,4.7,-4.3,-0.6,0.0,0.0
Diluted_EPS,-0.237,-0.115,-0.215,-0.018000000000000002,0.0,0.0
Goodwill_Intangibles,48.3,16.2,17.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,4.1,0.0,0.0,0.0
Net_Income,-11.1,-5.8,-10.8,-0.5,0.0,0.0
Revenue,68.5,7.5,1.9,0.0,0.0,0.0
Shares_Diluted,46.8083,50.3805,50.3805,26.3063,23.025,23.025
Total_Assets,147.2,50.7,41.8,209.1,0.5,0.4
Total_Liabilities,12.9,34.1,21.4,6.0,0.5,0.4
