AAII_YR_DATA,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
Capital_Expenditures,320.6,282.1,239.3,222.8,252.7,247.4,221.5
Cash_from_Operations,670.9,531.8,932.2,705.7,817.4,615.1,154.7
Diluted_EPS,4.45,4.748,2.958,3.566,3.593,3.727,1.407
Goodwill_Intangibles,56.4,61.0,66.7,65.7,69.8,74.5,87.9
LT_Debt,884.1,883.4,882.9,878.4,790.0,882.5,751.2
Net_Income,541.1,586.4,370.1,446.1,463.9,484.2,181.4
Revenue,4424.0,4442.1,4169.8,4001.8,4104.9,4249.9,4031.1
Shares_Diluted,121.6,123.5,125.1,125.1,129.1,129.918,128.867
Total_Assets,6660.1,5333.0,5468.1,5097.6,5121.6,5180.6,4752.4
Total_Liabilities,3337.2,2215.6,2234.7,2084.1,2210.2,2345.5,2031.9
