AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1
Cash_from_Operations,-0.2,0.0,-0.2,0.0,-0.3,-0.5,-0.5,-1.2,-2.7,-0.8
Diluted_EPS,-0.023,-0.026,-0.044,-0.047,-0.079,-0.098,-0.166,-0.208,-0.536,-0.387
Goodwill_Intangibles,,0.0,0.0,0.0,0.0,0.3,0.5,0.6,0.6,0.7
LT_Debt,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.7,-0.8,-1.1,-1.1,-1.7,-1.8,-1.8,-2.3,-4.0,-2.4
Revenue,1.2,1.4,1.1,1.4,1.5,1.4,1.5,1.1,1.3,1.1
Shares_Diluted,31.7081,29.6275,26.1009,23.959,21.5991,18.3734,11.0662,10.8393,7.5594,6.3242
Total_Assets,0.9,0.9,1.0,1.1,1.0,1.4,1.5,2.0,3.8,2.1
Total_Liabilities,3.8,3.3,3.0,2.4,1.8,1.4,1.5,0.9,0.9,5.4
