AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,407.7,524.6,497.9,253.0,173.9,173.3,107.7,91.2,69.7,54.1
Cash_from_Operations,2026.3,392.6,2427.1,-2887.3,-2680.5,-1785.9,-1474.0,-749.4,16.5,97.8
Diluted_EPS,9.954,11.235,6.08,4.132,2.684,1.251,0.426,0.281,0.618,0.264
Goodwill_Intangibles,32736.7,30919.5,25384.0,24504.6,14951.1,10371.1,7274.5,4312.8,2773.3,2091.1
LT_Debt,14353.1,14693.1,15809.1,14759.3,10360.1,6528.9,3393.5,2400.4,914.2,500.0
Net_Income,4491.9,5116.2,2761.4,1866.9,1211.2,558.9,186.7,122.6,266.8,112.4
Revenue,31615.6,29697.8,24996.1,20156.4,15794.3,11692.7,8830.7,6779.5,5504.7,4374.6
Shares_Diluted,451.29,455.372,454.208,451.765,451.244,446.814,438.652,436.456,431.8844,425.3185
Total_Assets,48594.8,44584.7,39280.4,33975.7,25974.4,19012.7,13586.6,10202.9,7042.5,5412.6
Total_Liabilities,27817.4,28735.4,28215.1,26393.6,20735.6,15430.8,10906.8,7979.4,5184.8,4079.0
