AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,22.6,20.9,22.3,25.2,22.6,21.7,26.4,28.0,24.8,21.6
Cash_from_Operations,8.5,2.8,15.5,16.0,14.4,9.8,5.6,17.0,13.2,9.5
Diluted_EPS,0.593,0.202,-0.028,0.405,0.164,-0.083,0.037,0.138,0.266,0.198
Goodwill_Intangibles,47.0,51.0,56.7,54.2,51.8,47.1,43.8,43.8,45.3,46.8
LT_Debt,48.2,48.2,52.6,57.5,61.8,65.8,69.9,73.2,74.0,4.5
Net_Income,15.8,5.3,-0.7,10.6,4.3,-1.8,0.8,3.0,5.7,4.2
Revenue,79.2,55.6,37.8,49.5,45.6,35.3,46.0,51.1,51.1,45.0
Shares_Diluted,26.6529,26.414,26.2059,26.1491,25.9759,21.678,21.4212,21.3727,21.2642,21.0098
Total_Assets,566.8,546.0,536.3,539.4,529.0,518.2,439.7,431.9,431.9,342.9
Total_Liabilities,104.6,104.9,106.4,109.2,109.8,120.0,133.8,140.3,147.3,62.3
