AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,868.2,554.5,578.4,430.8,252.6,240.6
Cash_from_Operations,-333.4,-209.2,-131.5,-170.3,-11.6,-49.0
Diluted_EPS,-1.412,-1.246,-2.871,-4.144,-1.566,-1.398
Goodwill_Intangibles,175.7,203.7,,,,
LT_Debt,5195.7,3136.7,1924.9,1346.4,916.4,723.7
Net_Income,-161.6,-138.1,-252.3,-169.1,-135.9,-121.3
Revenue,557.7,241.8,160.8,131.6,104.4,76.9
Shares_Diluted,114.451,110.8816,87.8715,40.798,86.7585,86.7585
Total_Assets,8336.9,5504.2,3587.6,2487.1,1665.1,1328.8
Total_Liabilities,7063.8,4314.7,2635.9,1841.1,1164.0,957.6
