AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,7.3,4.9,1.1,0.9,0.9,1.3,0.1,0.0,0.0,0.0
Cash_from_Operations,-37.5,-30.1,-13.3,-14.0,-13.5,-13.2,-8.1,-4.7,-4.1,-4.8
Diluted_EPS,-5.778,-2.999,-15.232,-23.583,-38.484,-41.021,-30.146,-0.927,-0.5820000000000001,-1.255
Goodwill_Intangibles,4.9,1.0,1.1,1.4,1.6,1.8,2.1,2.4,2.6,2.7
LT_Debt,0.0,31.8,32.3,24.7,24.9,25.1,25.3,0.0,0.0,0.0
Net_Income,-50.4,-23.5,-38.3,-17.9,-16.4,-14.6,-9.8,-6.6,-3.7,-6.2
Revenue,2.4,2.4,1.6,2.0,0.4,0.4,0.9,1.9,0.2,1.0
Shares_Diluted,8.721,7.8248,2.5118,0.757,0.4252,0.3564,0.3239,7.1495,6.2968,4.9381
Total_Assets,99.4,147.0,94.2,30.6,43.1,36.0,51.6,12.5,6.5,9.4
Total_Liabilities,35.9,38.4,37.6,28.1,26.9,27.1,41.7,1.3,0.4,4.3
