AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,0.8,0.7,1.6,1.1,1.7,0.7,0.7,2.2,0.5
Cash_from_Operations,30.9,-3.5,2.2,7.0,4.3,5.8,4.0,0.0,2.8,9.2
Diluted_EPS,1.082,1.293,1.002,0.645,0.485,0.127,0.2,0.176,0.065,0.009
Goodwill_Intangibles,4.9,5.1,4.0,,,,,,,0.0
LT_Debt,29.6,29.5,11.0,10.0,10.0,9.5,9.5,9.5,9.6,11.2
Net_Income,7.7,9.5,7.5,2.5,1.9,1.0,1.6,1.4,1.1,0.2
Revenue,31.6,27.6,24.1,23.8,21.9,19.3,18.0,17.8,18.5,19.5
Shares_Diluted,7.1048,7.3589,7.5283,3.9147,3.9311,7.9988,8.1104,8.0203,16.7716,16.5537
Total_Assets,1019.5,939.7,827.8,656.8,632.3,577.3,548.2,532.2,518.5,517.3
Total_Liabilities,992.7,889.5,779.2,618.6,597.8,543.4,515.3,499.5,486.2,485.6
