AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,269.0,302.0,270.0,157.0,171.0,235.0,235.0,292.0,115.3
Cash_from_Operations,1426.0,1111.0,1501.0,1501.0,2290.0,2087.0,2257.0,2312.0,1042.0
Diluted_EPS,-2.641,-1.577,-5.078,-11.808,6.833,-6.936,-0.851,2.579,-2.698
Goodwill_Intangibles,19405.0,21489.0,23327.0,25143.0,30804.0,34678.0,41635.8,20639.3,22600.3
LT_Debt,22654.0,23925.0,24661.0,24077.0,25235.0,29845.0,30265.4,15228.0,17162.9
Net_Income,-948.0,-560.0,-1788.0,-4148.0,2404.0,-2409.0,-291.7,880.7,-866.1
Revenue,8434.0,8027.0,8601.0,8380.0,8724.0,9674.0,10446.5,8206.0,5769.6
Shares_Diluted,358.9,355.0,352.1,351.3,351.8,347.3,342.7,341.5,321.0
Total_Assets,29202.0,31199.0,33863.0,32492.0,37497.0,43529.0,48964.5,26304.7,27970.8
Total_Liabilities,29308.0,30664.0,32800.0,29759.0,31648.0,40377.0,43053.5,21025.3,22852.1
