AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.0,,0.0,0.9,0.4,0.1,0.0
Cash_from_Operations,-0.2,-0.3,-1.1,-0.4,-0.4,-0.4,-0.2
Diluted_EPS,-0.035,-0.025,-0.06,-0.119,-0.052,-0.034,-0.016
Goodwill_Intangibles,0.5,,,,,,
LT_Debt,0.0,2.0,2.1,0.9,0.1,0.1,0.1
Net_Income,-0.8,-0.8,-1.8,-2.7,-0.9,-0.5,-0.2
Revenue,,0.5,0.9,1.2,0.3,0.0,0.0
Shares_Diluted,24.1838,31.3507,29.772,22.8569,16.4781,14.9739,14.4261
Total_Assets,0.6,0.1,0.0,0.1,0.8,0.1,0.3
Total_Liabilities,3.1,3.4,2.6,1.4,0.8,0.4,0.2
