AAII_YR_DATA,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013
Capital_Expenditures,245.0,286.0,345.0,239.0,248.0,198.0,277.0,599.0
Cash_from_Operations,474.0,450.0,267.0,109.0,267.0,46.0,-336.0,100.0
Diluted_EPS,-3.48,2.221,3.414,0.321,-1.187,-2.255,-7.604,-11.169
Goodwill_Intangibles,56.0,63.0,68.0,78.0,91.0,95.0,128.0,322.0
LT_Debt,4690.0,4317.0,4521.0,3889.0,3997.0,4147.0,3929.0,3922.0
Net_Income,-347.0,221.0,340.0,30.0,-97.0,-184.0,-619.0,-898.0
Revenue,7503.0,11251.0,10250.0,8570.0,8111.0,10140.0,10806.0,10775.0
Shares_Diluted,99.7,99.5,99.6,93.5,81.7,81.6,81.4,80.4
Total_Assets,6637.0,6917.0,7230.0,6135.0,5653.0,6649.0,7443.0,8315.0
Total_Liabilities,10463.0,10643.0,11161.0,10713.0,10951.0,11816.0,12095.0,11960.0
