AAII_YR_DATA,01/31/2023,01/31/2022,12/31/2021,01/31/2021,12/31/2020,01/31/2020,12/31/2019,01/31/2019
Capital_Expenditures,0.6,0.6,0.0,0.3,0.0,0.2,0.0,0.3
Cash_from_Operations,-41.2,-18.1,-0.9,-15.1,-0.3,-18.6,,-16.6
Diluted_EPS,-6.35,-0.325,0.26,-0.192,-0.37,-0.192,,-0.168
Goodwill_Intangibles,669.1,49.2,0.0,43.6,0.0,0.0,0.0,
LT_Debt,157.8,45.5,0.0,28.6,0.0,14.5,0.0,0.0
Net_Income,-742.1,-38.4,5.6,-22.7,-7.8,-22.7,,-19.8
Revenue,117.6,47.4,,28.5,0.0,16.4,0.0,8.9
Shares_Diluted,116.8623,118.178,21.5625,118.178,21.0498,118.178,,118.178
Total_Assets,766.9,91.4,175.7,82.9,176.9,38.9,,
Total_Liabilities,278.0,112.3,27.8,74.1,34.6,33.2,,
