AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,9.2,4.8,2.3,2.0,1.4,1.5,0.1,0.1,0.2
Cash_from_Operations,62.8,31.4,1.3,7.0,-6.7,-7.1,-14.5,-14.5,-7.8
Diluted_EPS,0.346,0.571,0.155,-0.078,-0.752,-0.365,-0.454,-0.633,-0.6809999999999999
Goodwill_Intangibles,1000.4,133.5,113.1,42.3,43.5,81.2,89.1,101.7,13.9
LT_Debt,520.8,0.0,18.5,0.0,3.9,9.7,0.0,7.1,0.2
Net_Income,35.5,54.9,13.9,-6.0,-52.9,-24.3,-28.0,-24.6,-18.7
Revenue,747.6,313.6,138.7,103.6,74.8,40.2,22.3,28.3,24.4
Shares_Diluted,102.64,96.151,89.558,77.44,70.263,66.511,61.763,38.967,27.478
Total_Assets,1458.5,260.4,184.0,82.9,86.6,107.6,121.9,122.6,45.1
Total_Liabilities,943.9,115.3,106.6,46.5,58.9,45.5,39.7,31.0,12.1
