AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.7,13.2,2.3,9.5,36.5,3.9,36.0,11.1,1.3,7.8
Cash_from_Operations,683.6,651.6,679.0,206.9,198.9,69.1,48.0,33.2,12.1,16.5
Diluted_EPS,-5.476,3.398,2.691,0.763,0.61,0.675,-0.263,-0.593,-0.1369999999999999,-0.0069999999999999
Goodwill_Intangibles,673.1,1978.2,328.3,338.0,72.1,42.6,43.2,30.6,41.7,5.8
LT_Debt,2385.3,2385.7,1107.3,838.7,278.6,4.1,5.3,7.6,3.1,0.0
Net_Income,-694.3,493.5,349.2,95.9,77.5,81.7,-29.9,-54.1,-15.2,-0.8
Revenue,2566.1,2329.1,1725.6,818.4,603.7,441.2,365.0,273.5,195.6,125.0
Shares_Diluted,126.7786,146.6833,136.4146,125.7201,127.0848,122.2677,113.5627,91.1223,110.9625,110.9625
Total_Assets,2635.0,3831.8,2404.5,1542.4,901.9,605.6,581.2,553.1,246.2,106.2
Total_Liabilities,3182.2,3203.2,1662.1,1135.7,501.0,208.7,236.4,222.6,98.9,21.9
