AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,12/31/2016
Capital_Expenditures,7.5,3.4,0.0,0.3,0.3,0.1,0.7
Cash_from_Operations,-9.9,-12.6,-5.5,-9.0,-17.6,-4.8,-14.1
Diluted_EPS,-11.849,-30.495,-28.425,-40.143,-108.261,-31.79,-112.417
Goodwill_Intangibles,8.7,12.3,12.6,0.0,1.5,1.6,1.6
LT_Debt,0.1,1.3,0.4,0.0,0.0,0.6,0.6
Net_Income,-9.9,-20.9,-12.1,-13.7,-32.8,-8.3,-25.3
Revenue,25.6,15.6,0.6,1.1,0.6,2.5,14.4
Shares_Diluted,0.8376,0.685,0.427,0.34,0.3033,0.2609,0.2255
Total_Assets,36.0,36.6,24.9,2.5,12.4,20.2,13.3
Total_Liabilities,13.2,19.6,19.2,6.7,7.7,5.4,7.8
