AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.5,16.2,10.0,2.3,0.7,0.8,3.8,2.0
Cash_from_Operations,64.1,27.6,40.1,35.4,36.6,18.9,43.0,92.0
Diluted_EPS,3.145,2.857,3.084,5.308,2.156,2.861,2.134,8.057
Goodwill_Intangibles,387.8,276.9,242.2,216.9,216.9,216.9,216.9,222.5
LT_Debt,168.8,63.0,69.1,73.2,67.8,89.6,122.5,0.0
Net_Income,37.0,33.2,37.1,59.5,23.7,31.0,22.8,84.4
Revenue,1395.5,1382.5,1279.0,1114.8,1190.5,1180.7,1203.3,1511.6
Shares_Diluted,11.751,11.612,11.378,11.209,10.974,10.825,10.692,10.474
Total_Assets,843.8,636.4,572.2,495.6,465.3,484.4,496.0,489.2
Total_Liabilities,538.9,377.5,350.9,312.2,347.9,395.1,442.1,297.8
