AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015
Capital_Expenditures,4.6,4.3,5.9,9.4,9.6,11.2,35.8,36.4
Cash_from_Operations,-37.2,-58.4,-46.0,-4.5,132.3,97.2,116.6,135.3
Diluted_EPS,-0.767,-0.671,-1.372,-5.479,1.092,1.335,1.714,2.021
Goodwill_Intangibles,319.4,29.5,24.8,40.3,196.2,227.6,228.0,213.6
LT_Debt,134.8,0.0,0.0,0.0,5.5,7.5,43.1,50.8
Net_Income,-43.9,-37.8,-76.8,-306.6,61.1,72.2,81.4,93.8
Revenue,222.6,130.8,144.3,160.6,459.6,610.1,590.7,626.0
Shares_Diluted,57.207,56.332,56.003,55.963,55.911,54.075,47.476,46.399
Total_Assets,656.6,428.3,453.7,670.2,1217.3,1450.8,1263.5,1317.0
Total_Liabilities,421.6,152.3,163.5,352.9,576.3,853.2,770.5,838.8
