AAII_YR_DATA,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,12/31/2015,07/31/2015,07/31/2014
Capital_Expenditures,0.0,0.3,0.0,,,,0.0,0.0
Cash_from_Operations,-6.1,-9.6,-2.3,-1.2,-0.8,-1.0,-2.9,-3.6
Diluted_EPS,-0.456,-0.138,0.477,-1.206,-0.062,-0.054,-0.052,-0.39399999999999996
Goodwill_Intangibles,43.9,48.1,3.2,2.9,0.0,,1.4,2.0
LT_Debt,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-33.3,-9.3,36.3,-70.0,-3.2,-2.5,-2.1,-10.3
Revenue,2.7,6.2,0.7,,,,0.0,0.0
Shares_Diluted,73.1132,67.7038,76.1772,58.051,51.7979,46.6475,39.9612,26.0818
Total_Assets,45.4,49.6,6.6,10.1,0.0,1.0,2.2,5.5
Total_Liabilities,66.8,58.9,44.6,84.5,11.2,,10.5,11.6
