AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
Capital_Expenditures,5.5,3.6,8.7,21.5,31.6,0.0,0.0,0.0,0.1,0.2
Cash_from_Operations,45.0,94.2,73.2,25.5,15.6,-4.5,-5.7,-14.6,-19.0,-23.7
Diluted_EPS,0.609,1.289,0.548,-0.35,3.272,-0.107,-0.201,-0.533,-0.742,-0.799
Goodwill_Intangibles,5.3,5.3,5.3,5.3,5.3,,,,,
LT_Debt,56.3,65.9,98.5,112.1,113.2,0.0,0.0,0.0,0.0,0.0
Net_Income,38.3,91.8,39.0,-19.2,181.3,-3.8,-6.6,-15.6,-21.6,-23.1
Revenue,280.9,247.6,185.9,263.6,240.6,0.1,0.0,0.0,0.0,0.6
Shares_Diluted,62.957,71.249,71.199,54.863,55.422,35.459,32.803,29.319,29.06,28.955
Total_Assets,382.6,399.4,350.5,272.6,281.7,4.0,6.1,10.3,25.2,45.1
Total_Liabilities,138.2,180.6,220.7,195.1,184.9,2.9,1.2,1.3,2.0,3.0
