AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,2.3,11.8,3.3,4.1,7.8,6.2,6.0,6.2
Cash_from_Operations,-3.4,17.9,-34.1,4.2,12.5,33.4,62.6,26.5
Diluted_EPS,1.805,1.53,3.374,-0.987,1.586,1.308,1.915,1.442
Goodwill_Intangibles,7.7,7.9,8.1,9.4,10.8,12.2,20.8,14.9
LT_Debt,110.9,96.8,98.4,35.0,35.0,20.0,26.0,50.0
Net_Income,25.3,21.3,46.3,-13.5,21.8,17.9,26.2,19.7
Revenue,640.9,658.4,603.7,611.8,629.7,612.2,745.4,767.9
Shares_Diluted,13.996,13.93,13.712,13.69,13.731,13.685,13.6734,13.6734
Total_Assets,388.9,382.5,391.2,288.7,321.4,326.2,310.8,310.1
Total_Liabilities,264.4,280.2,311.1,252.4,264.6,279.8,245.6,227.3
