AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,3.8,0.8,13.6,2.5,1.3,1.0,1.9
Cash_from_Operations,109.1,34.8,40.4,56.1,49.3,35.6,36.0
Diluted_EPS,1.469,1.449,1.063,2.016,1.89,1.221,1.224
Goodwill_Intangibles,640.8,84.6,85.1,85.9,86.7,87.7,88.7
LT_Debt,173.3,0.0,0.0,0.0,1.6,6.7,34.4
Net_Income,51.4,35.6,26.4,50.5,47.3,27.6,27.2
Revenue,323.0,131.5,138.0,152.7,135.8,116.7,110.0
Shares_Diluted,35.007,24.572,24.803,25.053,25.018,22.573,22.2351
Total_Assets,10900.4,4486.0,3949.2,3478.5,3279.1,3081.1,2951.5
Total_Liabilities,9517.3,3923.9,3402.8,2942.8,2791.5,2634.9,2593.9
