AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,128.0,141.0,143.0,109.0,82.0,56.0,43.0,,
Cash_from_Operations,219.0,310.0,319.0,403.0,530.0,395.0,393.0,280.0,-43.0
Diluted_EPS,1.229,1.544,1.775,1.11,0.869,1.49,0.39,0.336,0.044
Goodwill_Intangibles,2910.0,2940.0,2971.0,3002.0,3034.0,3065.0,,,
LT_Debt,2066.0,2087.0,2208.0,4204.0,5709.0,2345.0,0.0,0.0,0.0
Net_Income,258.0,324.0,363.0,225.0,176.0,302.0,79.0,68.0,9.0
Revenue,3817.0,3556.0,3263.0,3032.0,3142.0,2957.0,2935.0,2968.0,2878.0
Shares_Diluted,209.9,209.8,204.5,202.625,202.625,202.625,202.625,202.625,202.625
Total_Assets,4929.0,4812.0,4722.0,4160.0,6421.0,5911.0,5738.0,5236.0,4901.0
Total_Liabilities,3061.0,3056.0,3107.0,4978.0,7448.0,7209.0,,,
