AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,181.3,153.7,292.5,291.9,232.3,202.7,117.0,80.4
Cash_from_Operations,98.8,100.7,84.7,73.9,54.7,38.1,34.9,27.5
Diluted_EPS,-0.496,0.118,0.493,0.318,0.313,0.287,0.225,0.301
Goodwill_Intangibles,16.8,15.0,14.6,10.0,5.8,6.1,6.5,6.7
LT_Debt,874.5,839.9,898.2,711.5,611.8,459.0,313.0,272.3
Net_Income,-48.6,11.0,38.8,22.9,20.5,17.0,11.2,12.8
Revenue,167.8,154.8,135.7,116.4,97.8,78.0,65.9,55.3
Shares_Diluted,98.082,93.485,78.802,72.2497,65.5583,59.2013,49.925,42.4324
Total_Assets,1939.8,1871.9,1718.4,1443.0,1223.5,916.0,743.8,617.2
Total_Liabilities,902.2,860.9,920.5,730.2,625.6,470.0,323.1,281.3
