AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,6.3,2.2,0.7,4.8,3.1,,
Cash_from_Operations,31.3,17.5,44.1,4.7,12.0,-0.1,0.0
Diluted_EPS,0.009,0.425,-6.584,0.199,0.299,-0.055,0.0
Goodwill_Intangibles,279.2,275.3,244.3,593.4,,,
LT_Debt,126.9,98.0,95.8,19.6,13.2,0.0,0.0
Net_Income,0.5,22.1,-343.0,5.4,6.3,-0.1,0.0
Revenue,1170.5,796.9,566.8,388.2,291.0,0.0,0.0
Shares_Diluted,53.8634,52.0918,52.0956,27.1133,20.991,1.3683,5.32
Total_Assets,637.5,596.9,484.2,802.8,82.5,45.9,0.2
Total_Liabilities,345.7,306.0,223.8,199.4,49.1,1.1,0.2
