AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.1,0.0,0.1,0.0,0.0
Cash_from_Operations,-11.8,-8.7,4.9,-0.4,-0.5,0.0
Diluted_EPS,,-0.042,-0.089,-0.07,-0.039,0.001
Goodwill_Intangibles,7.6,,,,,
LT_Debt,5.8,0.4,0.0,0.0,0.0,0.0
Net_Income,,-1.1,-2.2,-1.8,-1.0,0.0
Revenue,11.0,12.3,22.1,7.7,1.1,0.0
Shares_Diluted,44.4456,25.8515,25.0,25.0,25.0,25.0
Total_Assets,37.9,28.3,37.5,3.2,1.9,0.1
Total_Liabilities,17.8,10.7,20.6,4.9,2.7,0.0
