AAII_YR_DATA,12/31/2021,12/31/2012,12/31/2011,12/31/2004,12/31/2003
Capital_Expenditures,0.2,,,,
Cash_from_Operations,-2.3,-0.3,-0.1,,0.0
Diluted_EPS,,-10.566,,,
Goodwill_Intangibles,,2.8,0.0,,
LT_Debt,0.0,0.0,0.0,0.0,0.0
Net_Income,,-0.2,,,-0.3
Revenue,,0.0,0.0,0.0,0.0
Shares_Diluted,99.39,5.7378,0.0212,,0.0212
Total_Assets,0.1,3.8,0.0,0.1,0.1
Total_Liabilities,0.2,5.5,0.1,0.0,0.0
