AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,22.9,19.2,1.2,1.0,1.2,2.1,0.3,0.3,0.0,0.0
Cash_from_Operations,82.1,70.3,46.2,13.7,25.5,51.8,-8.1,-1.8,-0.3,0.0
Diluted_EPS,1.076,1.627,1.011,0.388,0.286,0.9,-1.495,-1.792,-0.369,-0.162
Goodwill_Intangibles,352.5,335.8,326.0,341.5,272.7,293.4,3.5,4.0,3.5,0.6
LT_Debt,204.7,183.9,230.5,232.6,13.5,0.6,5.0,0.0,7.7,6.4
Net_Income,49.0,73.9,37.9,14.1,10.8,25.8,-9.0,-9.3,-1.8,-0.8
Revenue,1144.2,773.9,687.2,560.6,519.9,356.4,57.4,44.0,33.0,2.3
Shares_Diluted,45.6024,45.4031,37.4484,36.4033,37.9149,28.6617,6.0017,5.2129,4.8917,4.7175
Total_Assets,963.9,852.4,817.5,728.7,513.0,490.6,20.6,19.6,15.0,9.5
Total_Liabilities,411.1,397.8,486.7,537.2,332.5,330.7,21.0,13.8,17.8,11.9
