AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,1.3,4.0,0.2,0.1
Cash_from_Operations,-15.9,-20.9,-8.4,-0.5
Diluted_EPS,-0.684,-0.483,-0.337,-0.067
Goodwill_Intangibles,41.5,29.8,1.1,0.3
LT_Debt,1.9,0.9,0.3,0.2
Net_Income,-52.4,-21.2,-14.2,-2.8
Revenue,37.2,9.0,0.1,0.0
Shares_Diluted,76.655,43.954,42.0238,42.0238
Total_Assets,81.0,85.5,19.5,1.2
Total_Liabilities,24.2,8.3,3.1,2.5
