AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,,,3.7,0.3,0.9,0.1,0.6,0.6,0.2
Cash_from_Operations,,,,3.9,3.2,4.1,3.7,3.2,3.2,2.9
Diluted_EPS,0.159,0.132,0.126,0.12,0.104,0.089,,0.071,0.071,0.071
Goodwill_Intangibles,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,0.4
LT_Debt,2.9,0.0,0.1,0.4,0.8,1.2,0.0,0.7,0.7,1.2
Net_Income,5.1,4.2,4.0,3.8,3.3,2.9,,2.4,2.4,2.4
Revenue,39.0,35.7,34.7,31.5,28.9,28.0,,24.8,24.8,24.8
Shares_Diluted,32.0656,32.0656,32.0656,32.0656,32.0656,32.0656,32.0656,32.0656,32.0656,32.0851
Total_Assets,22.3,15.0,14.1,12.6,10.9,9.4,,9.2,9.2,9.4
Total_Liabilities,7.5,2.8,3.5,3.7,3.7,3.7,,4.0,4.0,3.7
