AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.8,1.7,3.8,2.9,3.8,2.9,1.7
Cash_from_Operations,103.0,149.8,-22.3,19.2,53.6,47.9,34.0
Diluted_EPS,2.096,2.967,2.518,1.695,1.516,0.879,0.821
Goodwill_Intangibles,72.2,53.6,58.1,49.6,54.4,59.1,64.8
LT_Debt,58.8,58.9,58.7,58.8,58.8,58.8,58.8
Net_Income,39.6,51.9,43.9,28.9,25.9,15.0,14.0
Revenue,115.6,92.7,96.1,93.3,87.7,75.6,69.9
Shares_Diluted,18.884,17.486,17.438,17.0496,17.0661,17.0661,17.0661
Total_Assets,3779.6,3392.7,3013.8,2356.9,2179.1,2136.1,2050.0
Total_Liabilities,3422.8,3033.3,2683.6,2071.2,2016.6,1988.0,1910.8
