AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,10.7,34.7,15.0,14.0,59.8,66.2,56.5,12.9
Cash_from_Operations,37.6,43.5,41.3,35.5,22.2,60.1,51.9,35.9
Diluted_EPS,0.535,-0.551,1.485,0.934,-0.9,1.064,0.599,-0.968
Goodwill_Intangibles,20.3,21.7,40.6,,,,,
LT_Debt,135.8,141.7,138.8,90.4,131.7,89.2,93.5,108.8
Net_Income,4.7,-4.7,12.2,7.5,-7.7,11.1,6.3,-10.0
Revenue,551.1,522.6,534.1,446.5,429.1,507.9,602.5,555.0
Shares_Diluted,8.874,8.525,8.218,8.029,8.55,10.401,10.485,10.323
Total_Assets,350.2,350.7,324.0,253.9,295.0,286.5,303.9,314.9
Total_Liabilities,265.5,272.5,242.8,187.4,236.5,192.7,204.9,216.0
