AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,64.3,39.9,30.8,34.9,50.3,44.8,24.0,15.7,10.0,16.3
Cash_from_Operations,-28.3,134.1,148.6,84.6,114.5,81.8,111.4,84.5,70.7,72.4
Diluted_EPS,0.132,0.818,-0.204,3.741,-0.321,-0.228,0.566,2.602,5.392,1.047
Goodwill_Intangibles,2261.3,1754.8,1500.6,1000.5,1172.6,1112.2,1030.8,1139.8,677.7,557.0
LT_Debt,1824.5,1284.8,899.5,394.4,1098.9,584.3,551.7,308.6,485.5,280.4
Net_Income,9.3,53.4,-12.9,224.1,-19.6,-26.4,28.0,141.3,264.7,50.6
Revenue,2264.0,1932.2,1447.6,1263.3,1357.3,1002.8,978.3,728.0,636.7,740.7
Shares_Diluted,70.715,65.362,63.151,59.9,59.9,59.9,54.591,54.3,49.089,48.3
Total_Assets,3849.6,3144.3,2598.5,1891.9,2372.3,1820.3,1777.2,1421.0,1547.4,1044.9
Total_Liabilities,2712.7,2032.4,1498.5,776.6,1513.0,947.1,920.8,595.0,780.0,571.5
