AAII_YR_DATA,12/31/2021,12/31/2020
Capital_Expenditures,0.6,
Cash_from_Operations,-6.6,
Diluted_EPS,-0.501,
Goodwill_Intangibles,0.3,
LT_Debt,2.0,0.0
Net_Income,-8.1,
Revenue,,
Shares_Diluted,16.224,
Total_Assets,8.0,
Total_Liabilities,10.2,
