AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,71.2,96.1,91.8,164.5,218.1,200.1,164.4,166.3,192.1,183.3
Cash_from_Operations,-36.2,-115.5,-15.9,97.7,149.4,313.1,365.5,270.4,171.0,133.3
Diluted_EPS,-12.529,-18.94,-15.822,3.924,5.664,7.348,7.424,6.075,2.39,2.227
Goodwill_Intangibles,189.7,202.7,209.9,226.6,243.3,240.9,248.8,219.9,217.5,241.1
LT_Debt,982.1,980.6,982.8,746.2,729.8,723.3,729.5,732.4,743.1,656.1
Net_Income,-215.4,-322.8,-267.6,67.5,109.9,104.5,139.0,111.9,42.8,35.1
Revenue,2525.4,2330.2,2375.4,3108.4,3624.0,3617.8,3472.9,3342.8,3244.0,3090.5
Shares_Diluted,17.191,17.0454,16.9139,17.2088,18.2902,18.7767,18.7304,18.415,17.8961,15.7376
Total_Assets,1963.5,2226.5,2611.9,2635.6,2624.1,2725.6,2491.7,2304.3,2125.6,2102.8
Total_Liabilities,1855.8,1901.6,2004.8,1779.4,1799.3,1899.1,1794.3,1700.9,1576.7,1484.6
