AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,807.9,655.6,793.3,1866.8,3088.7,3058.3,2071.8
Cash_from_Operations,927.2,982.5,534.2,2406.3,1189.8,1378.4,1320.4
Diluted_EPS,5.272,3.605,2.796,-4.201,5.548,5.907,3.35
Goodwill_Intangibles,435.9,459.1,482.9,826.1,1405.6,571.3,354.9
LT_Debt,4809.1,4517.9,5052.6,10218.0,13259.0,15402.5,15974.0
Net_Income,511.0,428.2,458.4,-848.0,1034.1,1119.1,675.7
Revenue,2016.8,1890.4,1835.6,1911.5,1445.2,1155.6,1255.2
Shares_Diluted,96.921,118.777,163.95,201.85,186.388,189.463,201.695
Total_Assets,50832.8,48537.4,49278.7,64170.2,67391.9,47880.0,47139.0
Total_Liabilities,44493.8,42590.8,41958.7,54167.5,56447.2,38811.1,38300.2
