AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,580.7,676.1,425.6,545.5,794.1,906.0,672.1,503.7,561.8,366.6
Cash_from_Operations,669.2,1309.1,1769.8,1418.8,1181.3,1193.6,1345.3,911.9,662.2,525.2
Diluted_EPS,0.394,14.942,7.221,10.299,11.472,12.982,12.475,8.31,7.251,4.824
Goodwill_Intangibles,2785.7,3507.9,3602.4,3498.9,3482.8,3363.2,3109.0,5523.3,2306.4,4283.8
LT_Debt,1978.6,1700.3,2356.9,1518.4,1515.6,1559.9,1128.7,1189.0,1402.1,2132.8
Net_Income,25.2,1033.2,515.6,744.2,857.8,971.6,930.2,615.3,532.0,348.8
Revenue,11737.1,11200.6,9552.2,9970.7,9983.6,9491.3,8959.1,8071.6,7803.4,7348.8
Shares_Diluted,64.062,69.145,71.401,72.264,74.773,74.839,74.568,74.043,73.363,72.301
Total_Assets,14120.4,14224.5,14327.8,13386.7,13099.1,12094.9,10230.6,9934.4,8285.5,8494.2
Total_Liabilities,6108.9,5803.1,5793.4,5266.8,5665.3,5035.7,4454.1,5080.2,3867.5,4033.1
