AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.3,0.1,0.0,0.0,,
Cash_from_Operations,-0.9,-5.5,0.0,0.8,-2.0,-0.1,-0.4
Diluted_EPS,-20.128,-20.356,2.647,-23.799,1.863,7.124,-3.171
Goodwill_Intangibles,2.2,6.6,12.9,7.3,17.1,1.2,
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Net_Income,-30.8,-27.0,2.5,-16.8,1.4,4.8,-0.5
Revenue,0.2,0.0,0.6,19.6,1.5,38.8,0.0
Shares_Diluted,1.5313,1.325,0.9483,0.707,0.7782,0.5914,0.1708
Total_Assets,3.8,50.5,25.1,22.4,32.9,48.6,50.3
Total_Liabilities,0.3,18.5,3.2,16.5,13.5,21.3,0.2
