AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,56.9,35.9,30.1,28.6,27.0,37.2,27.8,24.2
Cash_from_Operations,202.2,58.1,161.6,160.3,139.1,131.0,129.7,144.7
Diluted_EPS,-0.177,2.796,2.694,2.763,3.059,1.116,2.702,2.937
Goodwill_Intangibles,1557.5,1176.1,731.3,600.5,619.2,645.9,411.4,449.7
LT_Debt,1676.9,1267.1,590.5,540.8,618.8,679.1,437.4,568.2
Net_Income,-7.5,87.8,83.8,85.2,94.2,34.1,82.3,89.2
Revenue,2167.4,1440.0,1074.4,1022.8,1041.3,982.1,839.9,764.1
Shares_Diluted,42.4422,31.4003,31.1042,30.8383,30.6929,30.5493,30.4634,30.3743
Total_Assets,3669.2,2420.3,1584.9,1471.7,1466.5,1542.5,1173.7,1290.0
Total_Liabilities,2489.9,1738.1,935.3,874.0,908.6,995.8,665.4,822.1
