AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.9,3.2,20.0,6.3,4.5,6.0,4.8,0.2,0.7
Cash_from_Operations,-202.5,-233.3,-250.4,-300.0,-213.7,-150.1,-100.1,-51.7,-45.8
Diluted_EPS,-0.923,-1.069,-1.482,-1.878,-1.852,-1.488,-1.202,-0.926,-1.163
Goodwill_Intangibles,220.8,220.8,220.8,220.8,220.8,684.5,684.5,34.6,34.6
LT_Debt,389.4,389.3,149.5,321.7,164.2,154.5,0.0,10.5,14.2
Net_Income,-250.5,-276.9,-356.4,-349.0,-284.0,-200.0,-132.1,-68.9,-59.6
Revenue,305.5,260.9,182.2,91.2,36.9,5.0,0.0,1.2,0.4
Shares_Diluted,271.422,258.8674,240.421,185.79,153.3551,134.4016,109.9238,74.4442,51.2861
Total_Assets,905.1,886.5,850.2,790.0,627.0,1036.8,908.4,210.0,127.6
Total_Liabilities,597.8,600.1,373.8,447.0,274.2,676.7,560.5,87.8,81.8
