AAII_YR_DATA,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
Capital_Expenditures,3.0,2.2,4.2,5.4,13.4,4.4,4.3,3.3,3.6
Cash_from_Operations,-0.4,7.8,9.8,2.4,1.7,5.9,7.5,1.7,-0.2
Diluted_EPS,-0.949,-0.142,0.152,-0.105,-0.211,1.491,0.301,0.057,-0.11800000000000001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,14.2,9.6,15.8,15.9,12.0,4.9,6.1,6.2,6.0
Net_Income,-15.1,-2.2,2.4,-1.6,-3.2,22.8,4.5,0.8,-1.7
Revenue,184.8,152.8,193.0,200.7,189.3,173.4,168.6,164.1,155.0
Shares_Diluted,15.954,15.759,15.694,15.421,15.244,15.266,15.118,14.987,14.62
Total_Assets,126.4,125.0,139.0,123.1,116.6,108.2,89.4,81.8,83.3
Total_Liabilities,79.0,70.8,84.2,66.1,57.9,48.8,56.1,59.2,55.7
