AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,15.6,14.9,21.7,28.5,18.1,20.5,9.7,12.9,14.0
Cash_from_Operations,86.1,76.8,64.4,58.2,58.0,47.2,39.2,32.4,37.6
Diluted_EPS,-1.295,1.065,1.092,1.386,0.432,1.034,0.208,0.777,-0.11699999999999999
Goodwill_Intangibles,179.7,188.6,191.3,131.2,138.0,126.1,68.6,68.6,72.8
LT_Debt,50.0,54.6,99.7,50.0,76.3,89.1,90.7,75.0,75.0
Net_Income,-41.9,34.7,36.1,46.5,14.4,34.4,7.0,26.5,-3.9
Revenue,512.9,424.1,469.0,470.5,423.0,396.7,382.3,404.0,409.5
Shares_Diluted,32.327,32.584,33.105,33.569,33.42,33.251,33.484,34.13,33.601
Total_Assets,664.5,626.0,643.4,548.3,539.7,517.7,483.4,456.9,480.3
Total_Liabilities,200.9,202.4,238.1,170.4,195.9,199.8,201.7,167.1,183.5
