AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.8,0.3,0.2,0.1,0.0,0.2,0.2
Cash_from_Operations,-47.1,-2.4,-5.0,-2.8,1.1,0.5,0.1
Diluted_EPS,-224.722,-9.803,-42.913,-25.644,10.223,3.329,2.747
Goodwill_Intangibles,162.1,21.5,17.0,22.4,,,
LT_Debt,2.6,3.2,2.7,4.1,2.8,3.0,3.0
Net_Income,-713.2,-5.2,-12.9,-5.3,1.5,0.5,0.4
Revenue,9.8,15.8,12.5,16.5,15.0,16.0,17.3
Shares_Diluted,3.1736,0.5257,0.3013,0.2079,0.15,0.15,0.15
Total_Assets,405.1,28.0,23.6,28.9,4.1,5.4,5.1
Total_Liabilities,291.7,12.6,15.8,13.9,4.3,4.1,4.1
