AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.2,0.4,0.1,0.7,2.4,0.0,,0.0,0.0
Cash_from_Operations,-0.4,12.3,21.9,3.1,-36.2,-8.0,-1.1,-0.8,-10.8
Diluted_EPS,,-0.083,-0.692,-0.245,-0.353,-0.989,-0.68,-0.55,-0.526
Goodwill_Intangibles,0.4,0.4,5.6,30.5,43.4,92.2,61.8,,
LT_Debt,0.0,0.1,6.2,6.4,0.4,0.0,0.0,0.0,0.0
Net_Income,-0.3,-8.4,-67.9,-1.7,-7.0,-11.2,-5.0,-2.4,-2.3
Revenue,3.9,3.7,4.3,5.1,1.6,0.1,5.1,1.9,43.2
Shares_Diluted,101.5636,98.1109,79.1971,35.0807,11.3416,7.4222,4.4003,4.4003,4.3515
Total_Assets,69.7,70.3,90.1,139.7,190.8,98.5,100.3,86.9,92.6
Total_Liabilities,7.5,7.8,19.5,20.1,52.8,14.6,13.6,9.0,7.4
