AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,1.4,0.9,3.9,1.4,1.3,0.8,1.2
Cash_from_Operations,19.2,17.5,11.7,12.2,8.7,10.6,12.1
Diluted_EPS,1.189,1.112,0.707,0.986,0.894,0.869,0.892
Goodwill_Intangibles,4.1,4.4,4.4,4.3,3.8,3.6,3.4
LT_Debt,0.9,1.7,2.4,0.0,0.0,0.0,0.0
Net_Income,10.8,10.0,6.2,8.5,7.6,7.4,7.4
Revenue,78.9,72.5,68.4,70.2,61.0,61.7,60.6
Shares_Diluted,9.068,8.97,8.817,8.63,8.545,8.518,8.247
Total_Assets,55.5,37.7,32.2,28.6,28.2,32.2,35.6
Total_Liabilities,30.5,18.7,17.9,12.7,13.2,13.7,14.9
