AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,20.6,22.8,28.9,35.3,44.8,37.6,61.6
Cash_from_Operations,-70.3,-28.2,-6.0,62.5,62.9,54.0,52.6
Diluted_EPS,-2.405,-2.9,-2.426,-6.277,-1.542,0.33,1.067
Goodwill_Intangibles,12.4,19.0,25.4,32.0,60.1,42.6,42.6
LT_Debt,0.7,71.4,42.5,70.6,85.0,21.2,10.0
Net_Income,-53.0,-63.6,-58.5,-163.0,-41.8,10.9,29.6
Revenue,649.9,584.8,626.3,728.2,704.1,710.1,1188.7
Shares_Diluted,22.0371,21.9286,24.1163,25.9684,27.114,27.8653,27.7388
Total_Assets,517.0,493.5,502.2,708.2,890.1,904.4,870.6
Total_Liabilities,317.8,270.9,233.9,317.2,340.1,280.9,246.6
