AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,455.3,545.0,515.6,314.9,364.7,451.8,3059.8,1409.4,791.2
Cash_from_Operations,256.0,554.2,376.5,441.5,543.0,644.0,526.5,490.4,386.2
Diluted_EPS,6.697,4.869,3.195,2.75,0.9,2.405,2.775,5.384,1.095
Goodwill_Intangibles,17.1,25.1,27.0,25.5,48.8,240.2,535.8,281.1,403.4
LT_Debt,4119.9,5081.2,5552.6,5585.3,5898.0,6523.8,10316.8,8199.6,6967.6
Net_Income,432.2,356.1,255.5,232.3,86.4,234.9,269.1,503.1,101.3
Revenue,844.0,1052.7,1239.0,1227.4,1511.5,1864.0,1662.8,1520.0,1371.1
Shares_Diluted,68.6678,77.2429,84.1076,88.9341,100.4698,101.9059,100.7914,96.8688,95.266
Total_Assets,11066.6,11707.6,12766.3,12751.4,13982.9,15857.8,19727.6,17096.6,14959.0
Total_Liabilities,6105.7,6595.6,7041.7,6549.4,7456.1,8231.3,12157.7,10088.1,8384.0
