AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.3,0.3,1.1,1.7,1.7,2.2,2.2
Cash_from_Operations,-12.5,10.5,7.8,3.0,7.5,8.2,1.2
Diluted_EPS,-0.541,-0.212,0.478,0.481,0.687,0.629,0.753
Goodwill_Intangibles,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LT_Debt,0.5,0.0,8.4,6.8,6.8,3.6,1.9
Net_Income,-4.9,-1.9,4.4,4.5,6.4,6.4,7.7
Revenue,64.1,74.9,83.2,82.3,82.9,84.2,83.4
Shares_Diluted,9.0626,8.9732,9.205,9.2568,9.3216,10.1775,10.2411
Total_Assets,75.7,80.1,76.8,74.9,70.7,64.6,62.9
Total_Liabilities,23.5,23.7,18.5,15.4,17.0,13.6,13.8
