AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,181.1,176.7,153.9,147.3,173.6,160.5,80.3,93.3
Cash_from_Operations,78.6,209.3,287.2,324.6,289.0,310.8,277.6,336.4
Diluted_EPS,-11.043,-0.466,3.806,7.421,2.165,-4.949,8.162,1.002
Goodwill_Intangibles,28.4,41.0,57.3,70.9,105.2,147.1,56.9,66.0
LT_Debt,3133.7,2964.0,2937.5,2897.6,3506.4,3648.6,2348.9,918.6
Net_Income,-233.8,-9.8,79.6,183.0,53.1,-101.3,170.0,155.5
Revenue,524.4,661.5,717.5,753.1,843.5,921.4,661.0,626.3
Shares_Diluted,21.1734,20.9384,24.7782,24.664,24.5268,20.4662,20.8323,186.7381
Total_Assets,4105.3,4251.0,4361.3,4451.4,5107.5,5459.6,3528.0,3002.7
Total_Liabilities,3565.5,3454.6,3361.6,3352.0,4014.0,4243.6,2739.0,1437.5
