AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,423.7,492.1,406.4,356.0,299.2,219.5,197.9,214.5,483.7
Cash_from_Operations,403.2,481.5,497.6,351.7,288.9,220.8,183.3,78.9,99.1
Diluted_EPS,0.127,-0.229,0.493,0.33,-0.252,0.116,-0.091,-3.448,-1.73
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,4.5,407.0,414.3,394.6
Net_Income,50.1,-90.1,194.8,129.8,-98.1,35.9,-24.2,-669.3,-217.2
Revenue,1109.2,1112.4,1010.5,922.7,880.4,733.2,651.3,467.0,369.3
Shares_Diluted,394.508,392.649,394.862,393.427,389.816,309.021,265.234,194.121,125.59
Total_Assets,4962.7,4891.6,4911.8,4587.7,4419.8,4484.7,3366.2,3238.3,2922.5
Total_Liabilities,1287.4,1196.6,1060.3,947.1,904.8,863.2,989.8,970.6,833.2
