AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,141.8,133.7,80.0,71.2,64.2,60.1
Cash_from_Operations,590.3,420.1,355.2,191.3,126.3,122.8
Diluted_EPS,0.915,0.395,0.469,0.35,0.239,0.22
Goodwill_Intangibles,3185.0,3428.1,3968.8,686.3,710.5,
LT_Debt,1190.0,1107.6,2261.1,645.2,407.9,0.0
Net_Income,247.2,105.4,139.0,93.2,63.6,58.6
Revenue,3333.5,2963.4,2136.3,1377.2,1127.3,774.2
Shares_Diluted,270.0,267.0,296.447,266.4446,266.4446,266.4446
Total_Assets,4803.1,4897.6,5040.8,1579.0,1227.9,
Total_Liabilities,2320.5,2662.2,3540.2,1247.0,962.2,
