AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.7,0.4,0.4,0.5,0.6
Cash_from_Operations,-21.2,0.4,-5.9,-0.8,-6.9
Diluted_EPS,-1.109,-0.529,-0.59,-0.088,-0.658
Goodwill_Intangibles,11.5,,,,
LT_Debt,0.0,2.2,4.1,4.9,3.9
Net_Income,-14.6,-7.0,-7.8,-1.2,-8.6
Revenue,72.1,64.7,36.4,40.6,36.8
Shares_Diluted,13.2134,13.1432,13.1432,13.1432,13.1432
Total_Assets,50.4,24.2,19.8,15.2,19.7
Total_Liabilities,26.9,22.6,18.7,16.6,20.4
