AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,0.4,0.5,0.7,0.2,0.5,0.1,0.3,0.2,0.1
Cash_from_Operations,2.0,3.8,3.3,2.7,0.4,3.2,2.9,2.5,3.0
Diluted_EPS,0.719,2.178,0.423,0.722,0.511,0.48,0.612,0.627,0.62
Goodwill_Intangibles,1.3,1.4,1.5,1.6,1.8,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,3.6,10.8,2.1,3.6,2.5,2.4,3.1,3.2,3.1
Revenue,20.7,18.5,14.8,14.1,11.9,10.9,11.2,11.9,11.0
Shares_Diluted,4.9623,4.9692,4.9728,4.983,4.9776,5.0045,5.0449,5.0293,5.0321
Total_Assets,54.0,54.1,43.8,43.0,40.9,38.5,36.7,36.9,35.1
Total_Liabilities,5.0,5.7,4.2,3.5,3.2,2.7,1.9,2.5,2.3
