AAII_YR_DATA,05/31/2022,05/31/2021,05/31/2020,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004
Capital_Expenditures,58.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2
Cash_from_Operations,-0.9,-0.1,0.0,-2.3,-2.7,-1.7,-1.4,-0.4
Diluted_EPS,-0.412,-0.01,-0.005,-2.368,-2.036,-1.648,-1.031,-0.411
Goodwill_Intangibles,,,,0.1,0.3,0.2,0.2,0.1
LT_Debt,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-23.5,-0.6,-0.3,-3.3,-2.8,-2.3,-1.4,-0.4
Revenue,8.5,0.0,0.0,0.3,1.5,3.9,3.3,3.6
Shares_Diluted,57.1211,54.7636,54.7636,1.3874,1.3694,1.3692,1.3697,1.0324
Total_Assets,120.0,15.1,0.0,1.3,4.2,7.2,9.2,10.7
Total_Liabilities,47.7,2.5,2.0,0.5,0.6,0.8,0.8,0.8
