AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.5,2.0,1.4,0.3,0.9,3.7,2.3
Cash_from_Operations,15.0,22.8,56.4,89.7,128.7,174.0,168.6
Diluted_EPS,0.094,0.214,0.247,0.616,0.897,0.671,0.193
Goodwill_Intangibles,4.8,4.8,4.8,4.8,,,
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,1.4,3.1,3.5,8.7,12.5,9.3,2.7
Revenue,136.0,161.3,201.5,248.9,318.0,397.0,376.1
Shares_Diluted,15.2167,14.6302,14.237,14.1618,13.9648,13.8814,13.7416
Total_Assets,226.2,202.6,205.2,220.6,230.8,257.5,252.6
Total_Liabilities,66.1,42.7,44.9,57.7,62.0,89.1,84.0
