AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.3,0.5,0.3,1.1,1.0,0.2,1.2,0.5
Cash_from_Operations,-27.0,-19.8,-28.7,-39.6,-28.7,-19.3,-16.2,-24.1
Diluted_EPS,-9.937,-6.337,-34.92,-71.534,-192.856,-138.708,-175.269,-12.287
Goodwill_Intangibles,11.9,15.4,18.9,49.8,,,,
LT_Debt,70.0,77.3,79.6,61.2,19.4,5.3,13.0,19.7
Net_Income,-43.7,-23.0,-85.3,-40.6,-28.7,-17.8,-21.8,-23.0
Revenue,99.5,105.6,78.0,110.4,22.0,21.3,15.6,17.2
Shares_Diluted,4.3976,3.6312,2.4419,0.5678,0.149,0.1286,0.1246,1.8695
Total_Assets,125.4,157.4,160.5,191.1,31.0,33.0,19.5,26.5
Total_Liabilities,117.3,116.4,116.3,116.9,29.4,19.8,27.3,25.0
