AAII_YR_DATA,12/31/2021,12/31/2020,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014
Capital_Expenditures,183.1,0.8,27.0,39.5,28.6,36.0,19.3,31.2,15.7
Cash_from_Operations,10.9,0.9,8.1,11.3,8.4,9.4,7.2,13.0,5.4
Diluted_EPS,1.75,0.339,-2.418,0.718,-0.329,0.918,0.112,0.08199999999999999,-0.214
Goodwill_Intangibles,5.5,2.1,2.2,1.9,1.4,1.7,,,
LT_Debt,169.8,160.7,161.0,142.6,145.1,129.2,109.7,89.2,70.2
Net_Income,14.1,2.0,-12.7,3.7,-1.7,4.6,0.6,0.4,-1.1
Revenue,42.3,3.3,37.4,44.0,33.8,43.9,30.9,28.1,24.2
Shares_Diluted,8.081,5.844,5.259,5.106,5.023,5.038,5.123,5.167999999999998,5.148
Total_Assets,590.6,299.4,301.4,268.5,263.5,249.0,223.6,208.1,186.4
Total_Liabilities,204.6,200.3,204.5,177.7,168.6,156.0,132.8,113.2,90.5
