AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,59.1,27.8,18.5,42.3,26.9,33.6,21.2,11.9
Cash_from_Operations,-40.1,87.4,108.7,90.8,50.0,23.8,49.5,22.6
Diluted_EPS,-0.18,1.081,0.111,0.356,0.292,0.082,0.581,0.258
Goodwill_Intangibles,312.7,316.3,330.6,346.3,583.4,361.6,341.2,354.2
LT_Debt,153.8,155.8,180.0,202.8,216.7,215.2,203.9,164.2
Net_Income,-8.0,43.9,4.0,11.7,7.5,-0.7,26.9,11.9
Revenue,1322.7,1029.3,652.5,795.1,686.1,516.1,426.7,274.1
Shares_Diluted,44.555,40.611,35.77,32.926,25.56,48.3136,46.2832,46.2832
Total_Assets,1091.1,967.5,763.6,796.5,666.3,630.3,522.2,505.3
Total_Liabilities,722.9,645.9,521.3,571.1,511.6,499.1,304.9,261.8
